15,40,16
19,40,59
21,40,8
24,40,64
26,40,56
28,40,3
30,40,12
2,41,30
4,41,23
6,41,40
8,41,54
11,41,14
13,41,13
15,41,62
17,41,21
19,41,38
21,41,35
23,41,22
25,41,10
28,41,29
6,42,48
8,42,27
10,42,19
12,42,23
14,42,25
16,42,39
18,42,7
20,42,8
22,42,16
24,42,41
26,42,43
28,42,15
30,42,17
2,43,27
4,43,43
6,43,31
8,43,2
10,43,50
12,43,47
14,43,60
16,43,52
18,43,28
23,43,37
1,44,20
4,44,53
6,44,11
8,44,59
10,44,52
12,44,28
14,44,27
16,44,60
18,44,2
20,44,1
22,44,31
24,44,37
26,44,50
1,45,40
3,45,58
6,45,46
9,45,56
11,45,49
13,45,6
15,45,42
17,45,34
19,45,4
21,45,14
23,45,51
25,45,18
27,45,26
1,46,44
3,46,36
5,46,27
7,46,14
9,46,10
12,46,33
14,46,21
17,46,32
19,46,11
21,46,58
23,46,30
26,46,29
28,46,9
30,46,61
1,47,9
4,47,58
6,47,61
8,47,40
10,47,32
13,47,21
15,47,30
18,47,29
20,47,10
22,47,33
24,47,27
26,47,14
28,47,36
30,47,44
1,48,46
3,48,25
5,48,4
7,48,49
9,48,34
11,48,18
13,48,42
15,48,26
17,48,56
19,48,51
21,48,6
23,48,13
2,49,25
4,49,48
6,49,23
8,49,19
10,49,7
12,49,8
15,49,1
17,49,15
19,49,63
21,49,17
23,49,41
25,49,39
11,50,5
13,50,36
15,50,61
17,50,9
19,50,10
21,50,63
23,50,40
25,50,57
27,50,32
29,50,58
2,51,14
4,51,18
6,51,42
8,51,26
10,51,49
12,51,6
14,51,34
16,51,58
18,51,4
20,51,40
22,51,56
25,51,13
28,51,46
30,51,25
2,52,48
4,52,11
6,52,57
9,52,8
11,52,23
14,52,63
16,52,53
18,52,25
20,52,41
22,52,7
24,52,45
26,52,15
28,52,39
30,52,19
2,53,23
7,53,30
13,53,35
17,53,54
19,53,10
21,53,22
23,53,62
26,53,21
29,53,38
11,54,36
16,54,13
19,54,29
21,54,33
24,54,9
26,54,61
28,54,44
30,54,10
2,55,53
4,55,28
7,55,47
9,55,37
11,55,2
14,55,31
16,55,45
18,55,50
20,55,57
22,55,60
24,55,11
27,55,20
29,55,52
1,56,57
3,56,43
5,56,20
7,56,59
9,56,31
11,56,37
13,56,11
15,56,28
17,56,53
19,56,2
21,56,52
23,56,50
25,56,60
27,56,47
30,56,11
2,57,43
4,57,41
6,57,15
8,57,63
10,57,11
12,57,57
14,57,39
16,57,7
18,57,48
20,57,17
22,57,19
24,57,23
26,57,25
28,57,53
30,57,8
1,58,45
3,58,60
5,58,59
8,58,11
10,58,53
12,58,37
14,58,57
16,58,50
18,58,52
20,58,47
22,58,2
24,58,20
26,58,31
28,58,28
30,58,27
8,59,48
10,59,29
12,59,21
14,59,22
16,59,10
18,59,62
20,59,23
22,59,13
24,59,35
26,59,27
28,59,38
1,60,21
3,60,10
5,60,5
7,60,22
9,60,23
11,60,38
13,60,62
15,60,35
17,60,48
20,60,30
2,61,20
4,61,57
6,61,2
8,61,1
10,61,60
12,61,50
15,61,11
17,61,37
19,61,11
21,61,53
23,61,52
25,61,59
27,61,28
29,61,47
7,62,3
9,62,65
11,62,53
13,62,64
15,62,12
17,62,24
19,62,1
21,62,20
25,62,32
27,62,59
30,62,56
2,63,6
4,63,25
6,63,4
8,63,46
10,63,51
12,63,49
14,63,13
16,63,56
19,63,34
21,63,18
23,63,26
25,63,42
2,64,36
4,64,10
6,64,33
8,64,14
10,64,30
12,64,32
14,64,58
16,64,44
20,64,61
23,64,57
25,64,21
27,64,9
29,64,29
1,65,35
3,65,27
5,65,21
7,65,38
9,65,22
11,65,13
13,65,10
17,65,30
19,65,62
25,65,23
4,66,64
11,66,3
16,66,1
18,66,56
20,66,24
24,66,8
26,66,12
28,66,16
30,66,65
2,67,38
4,67,35
6,67,22
8,67,10
10,67,62
13,67,54
27,67,21
30,67,30
1,68,32
3,68,59
5,68,8
7,68,64
9,68,12
11,68,56
13,68,11
16,68,20
18,68,44
20,68,3
22,68,65
26,68,45
28,68,24
30,68,16
2,69,1
16,69,17
18,69,41
20,69,39
24,69,19
27,69,15
29,69,23
1,70,8
3,70,12
5,70,64
7,70,56
10,70,3
13,70,45
15,70,63
19,70,24
30,70,59
1,71,5
3,71,38
5,71,22
7,71,35
9,71,30
11,71,21
13,71,29
16,71,14
18,71,54
20,71,62
22,71,23
24,71,10
26,71,40
2,72,45
4,72,52
6,72,60
8,72,28
10,72,47
12,72,31
14,72,59
16,72,37
18,72,53
20,72,2
22,72,11
24,72,50
4,73,22
4,74,21
6,74,58
8,74,33
10,74,61
12,74,10
15,74,36
18,74,14
21,74,30
23,74,9
26,74,63
29,74,44
1,75,23
3,75,8
5,75,19
7,75,7
9,75,15
11,75,39
13,75,41
15,75,45
17,75,17
1,76,34
3,76,42
5,76,13
7,76,56
9,76,4
11,76,46
13,76,58
15,76,25
17,76,49
19,76,6
21,76,26
23,76,14
25,76,51
28,76,40
30,76,18
2,77,18
4,77,14
6,77,26
8,77,6
10,77,40
12,77,34
14,77,11
16,77,4
19,77,13
21,77,42
23,77,58
25,77,46
27,77,56
30,77,49
2,78,56
4,78,13
6,78,14
8,78,42
10,78,26
13,78,4
15,78,6
18,78,34
20,78,46
23,78,49
25,78,25
27,78,51
29,78,18
1,79,22
3,79,13
5,79,38
8,79,35
11,79,10
14,79,23
16,79,48
19,79,21
25,79,62
27,79,14
29,79,30
3,80,65
5,80,1
7,80,24
10,80,8
12,80,16
14,80,64
16,80,56
18,80,3
26,80,59
29,80,12
13,80,61
15,80,33
17,80,36
19,80,9
21,80,21
23,80,10
25,80,30
27,80,27
29,80,14
3,81,61
5,81,33
7,81,27
9,81,36
11,81,9
15,81,5
19,81,58
21,81,10
24,81,44
26,81,32
28,81,57
2,82,5
4,82,10
6,82,38
8,82,30
2,83,60
4,83,47
11,83,52
14,83,50
18,83,31
21,83,2
23,83,27
25,83,37
27,83,45
30,83,28
1,84,25
3,84,16
5,84,48
7,84,45
9,84,19
11,84,15
13,84,7
15,84,23
17,84,41
19,84,39
1,85,6
3,85,34
5,85,40
8,85,4
10,85,13
12,85,56
14,85,49
18,85,58
21,85,51
23,85,25
26,85,46
1,86,33
3,86,40
5,86,10
7,86,58
9,86,61
11,86,29
13,86,9
15,86,14
17,86,63
19,86,36
22,86,44
24,86,21
26,86,30
28,86,32
30,86,57
2,87,8
6,87,45
8,87,15
18,87,39
20,87,19
25,87,7
28,87,17
30,87,23
1,88,18
3,88,63
5,88,26
7,88,42
9,88,6
11,88,34
13,88,40
15,88,4
17,88,13
19,88,56
21,88,46
24,88,11
26,88,49
28,88,58
30,88,51
1,89,11
3,89,32
5,89,16
7,89,43
9,89,59
11,89,65
13,89,12
17,89,44
19,89,20
21,89,24
23,89,64
25,89,56
1,90,4
3,90,56
5,90,46
7,90,11
9,90,49
11,90,58
13,90,25
15,90,51
18,90,18
20,90,14
24,90,40
26,90,34
28,90,5
30,90,6
1,91,13
3,91,26
6,91,56
8,91,34
10,91,4
12,91,46
14,91,51
16,91,49
18,91,6
20,91,58
24,91,42
26,91,18
28,91,25
30,91,14
1,92,48
3,92,15
5,92,43
7,92,41
9,92,16
11,92,11
13,92,19
15,92,57
1,93,39
3,93,7
5,93,15
7,93,16
9,93,43
11,93,41
13,93,17
15,93,19
17,93,8
23,93,23
29,93,63
14,94,61
16,94,21
18,94,9
20,94,27
22,94,36
24,94,10
26,94,33
28,94,30
11,95,48
16,95,8
18,95,17
20,95,43
22,95,15
24,95,25
26,95,41
28,95,19
30,95,53
5,96,18
7,96,51
9,96,42
11,96,26
13,96,56
15,96,49
17,96,6
19,96,14
21,96,34
23,96,5
25,96,4
27,96,25
29,96,46
2,97,44
4,97,20
6,97,59
8,97,32
10,97,16
12,97,64
16,97,24
18,97,12
20,97,45
22,97,56
24,97,65
1,98,1
3,98,20
6,98,27
8,98,37
11,98,28
13,98,57
15,98,60
18,98,11
20,98,52
22,98,50
24,98,47
26,98,53
28,98,59
3,99,35
5,99,14
7,99,29
10,99,38
12,99,40
14,99,5
16,99,22
18,99,30
20,99,10
22,99,21
24,99,62
26,99,23
1,100,60
4,100,37
7,100,2
13,100,47
15,100,43
21,100,27
23,100,28
25,100,50
27,100,52
2,101,57
4,101,59
6,101,53
9,101,50
11,101,27
13,101,28
15,101,47
18,101,20
20,101,60
22,101,1
24,101,31
26,101,2
28,101,37
30,101,52
2,102,59
5,102,60
7,102,52
9,102,53
11,102,47
13,102,1
15,102,50
17,102,2
19,102,37
21,102,31
23,102,11
25,102,28
27,102,57
30,102,20
1,103,31
3,103,2
5,103,37
7,103,28
10,103,45
12,103,60
14,103,11
16,103,57
18,103,47
20,103,20
22,103,52
24,103,53
7,104,40
9,104,29
11,104,57
13,104,44
15,104,58
17,104,14
1,105,47
4,105,2
6,105,1
8,105,31
11,105,20
13,105,37
15,105,27
17,105,28
19,105,57
21,105,60
23,105,59
25,105,52
27,105,11
29,105,50
2,106,40
5,106,35
7,106,21
9,106,10
11,106,30
13,106,48
15,106,22
17,106,29
19,106,5
21,106,62
23,106,38
25,106,14
28,106,23
4,107,1
6,107,64
8,107,16
12,107,56
15,107,24
17,107,59
1,108,65
3,108,44
6,108,43
10,108,20
12,108,24
14,108,16
16,108,32
18,108,59
20,108,11
23,108,8
25,108,12
27,108,64
29,108,3
1,109,10
3,109,14
5,109,44
7,109,36
9,109,27
11,109,33
13,109,30
15,109,29
17,109,40
19,109,32
21,109,57
24,109,61
26,109,9
28,109,11
30,109,58
2,110,56
4,110,65
6,110,44
10,110,1
12,110,20
14,110,24
18,110,16
20,110,32
24,110,59
26,110,11
28,110,12
30,110,64
8,111,60
10,111,11
12,111,52
14,111,2
16,111,28
18,111,37
20,111,50
22,111,43
1,112,58
3,112,11
5,112,36
7,112,44
9,112,21
11,112,63
14,112,29
16,112,30
18,112,40
21,112,13
24,112,32
26,112,57
28,112,61
30,112,9
1,113,14
3,113,5
5,113,6
7,113,34
9,113,25
11,113,51
13,113,46
15,113,56
17,113,58
19,113,49
21,113,4
23,113,42
25,113,26
27,113,18
29,113,40
1,114,43
4,114,44
6,114,20
11,114,24
13,114,63
15,114,53
17,114,11
19,114,8
21,114,32
23,114,12
25,114,64
27,114,3
29,114,56
1,115,27
4,115,45
6,115,7
12,115,17
15,115,8
19,115,16
21,115,19
1,116,64
3,116,56
5,116,12
7,116,53
9,116,3
11,116,8
13,116,32
15,116,59
17,116,45
20,116,44
23,116,24
28,116,20
30,116,63
7,117,4
9,117,11
11,117,56
13,117,5
15,117,34
17,117,25
1,118,41
3,118,48
5,118,53
7,118,57
9,118,39
11,118,7
13,118,43
15,118,15
17,118,23
19,118,19
21,118,25
23,118,17
25,118,8
27,118,63
29,118,11
