100,225,253,385,515,540,581,0,0,278,565,0,0,25,0,0,229,572,352,162,531,37,262,544,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,426,514,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,
225,100,385,253,531,515,217,540,581,0,278,0,0,0,0,0,0,0,229,434,544,162,37,181,352,0,337,572,0,0,0,0,0,0,0,0,0,0,0,0,378,125,0,426,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,
37,80,114,108,130,320,321,352,378,440,460,572,549,514,0,452,255,235,380,565,12,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,37,130,114,108,321,320,440,352,460,378,595,565,572,514,549,452,380,0,0,235,12,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,336,318,246,378,366,452,347,415,514,151,593,0,565,595,0,549,0,587,255,426,0,76,131,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,125,337,278,370,181,429,442,539,543,585,587,592,0,0,0,0,0,589,240,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,385,100,225,540,581,515,217,0,370,0,278,78,374,539,0,0,0,531,544,229,0,162,37,572,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,125,0,426,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,253,225,100,581,0,540,515,217,0,0,0,278,0,0,0,0,433,572,262,0,544,229,162,37,531,352,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,426,378,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,
59,131,217,240,262,341,367,424,434,455,531,544,589,591,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,130,37,80,320,352,378,321,440,549,572,151,460,595,0,514,0,0,0,380,0,235,12,255,0,0,38,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,38,162,152,191,184,235,229,291,255,331,296,426,380,460,565,595,455,0,0,0,125,543,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,162,38,76,229,235,184,191,296,331,255,291,455,588,380,426,599,595,0,0,0,543,125,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,114,80,37,321,440,352,320,452,572,549,378,151,460,0,0,514,0,0,0,380,255,0,12,235,0,0,38,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,378,415,452,246,318,336,340,514,181,593,599,0,151,0,0,0,549,0,0,0,0,131,426,76,587,595,0,38,0,0,0,455,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,125,151,429,370,278,337,442,585,543,592,587,0,0,0,0,0,0,367,240,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1,12,125,374,429,337,539,543,262,442,585,0,587,592,0,0,0,0,0,0,240,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,152,76,38,162,229,191,184,235,296,291,255,331,433,426,380,588,0,595,0,0,0,0,125,543,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,540,581,0,100,225,253,385,0,217,0,0,0,278,0,0,539,0,0,572,0,0,352,531,162,37,181,229,337,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,426,378,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,
162,169,184,191,38,76,152,255,229,235,380,426,291,296,331,434,0,588,455,0,0,0,0,543,125,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,515,0,581,225,100,385,253,599,0,217,0,0,0,278,0,0,0,0,0,0,262,531,352,229,162,37,544,572,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,514,426,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,
25,59,131,262,240,337,341,367,424,531,544,589,591,599,0,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,347,514,415,318,246,340,336,549,588,169,0,539,593,151,0,0,0,0,0,0,0,426,0,131,76,255,587,595,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,544,515,540,253,385,100,225,0,0,0,0,424,539,25,0,0,0,0,0,0,0,572,262,531,229,162,37,352,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,426,378,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,,,,,,,,,,,
0,581,540,515,385,253,225,100,0,0,370,0,374,78,0,25,278,0,0,539,0,0,0,0,544,0,229,162,37,352,531,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,426,378,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,76,152,162,184,191,229,235,255,291,296,331,380,426,433,595,455,0,0,543,125,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
